,Winner,title_bout,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_KD,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_pct,B_longest_win_streak,B_losses,B_avg_opp_KD,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_pct,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_KD,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_pct,R_longest_win_streak,R_losses,R_avg_opp_KD,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_pct,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B_body_off_success,R_body_off_success,B_clinch_off_success,R_clinch_off_success,B_distance_off_success,R_distance_off_success,B_ground_off_success,R_ground_off_success,B_head_off_success,R_head_off_success,B_leg_off_success,R_leg_off_success,B_sig_str_off_success,R_sig_str_off_success,B_td_off_success,R_td_off_success,B_total_landed_off_success,R_total_landed_off_success,B_body_def_success,R_body_def_success,B_clinch_def_success,R_clinch_def_success,B_distance_def_success,R_distance_def_success,B_ground_def_success,R_ground_def_success,B_head_def_success,R_head_def_success,B_leg_def_success,R_leg_def_success,B_sig_str_def_success,R_sig_str_def_success,B_td_def_success,R_td_def_success,B_total_landed_def_success,R_total_landed_def_success
3162,Red,True,5,0.0,4.0,0.0,0.0,2.6666666666666665,0.5,0.6333333333333334,2.1666666666666665,0.6749999999999999,4.0,1.0,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.3066666666666667,0.6666666666666666,0.43333333333333335,13.0,575.6666666666666,1.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,170.18,177.8,145.0,0.0,1.0,0.0,0.18181818181818185,2.8181818181818183,0.09090909090909093,0.6499999999999999,0.8181818181818182,0.5745454545454546,3.0,4.0,0.0,0.7272727272727273,0.5454545454545454,0.3827272727272728,0.18181818181818185,0.38,27.0,670.6363636363636,4.0,0.0,0.0,1.0,4.0,2.0,0.0,7.0,175.26,177.8,155.0,25.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5652173913043478,0.9382716049382718,0.6875,0.823529411764706,0.39795918367346944,0.4604316546762589,0.6166666666666668,0.75,0.5024875621890547,0.5187032418952618,1.0,0.8823529411764703,0.5299145299145299,0.6085271317829458,0.6666666666666666,0.7142857142857143,0.6834862385321099,0.779128672745694,0.6666666666666667,0.7959183673469389,0.4545454545454546,0.6363636363636362,0.25853658536585367,0.3623595505617977,0.5288461538461539,0.5760869565217391,0.33552631578947373,0.3273657289002557,1.0,0.7702702702702702,0.35312499999999986,0.4357976653696498,0.7142857142857143,0.33999999999999997,0.4846335697399527,0.6413959085439229
3163,Red,False,3,1.0,0.0,0.0,0.6,2.4,0.0,0.406,1.2,0.5940000000000001,4.0,1.0,0.0,0.4,0.2,0.4400000000000001,0.0,0.06,10.0,478.6,1.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,187.96,193.04,242.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.34,0.0,0.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.04,195.58,231.0,28.0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.888888888888889,0.75,0.631578947368421,0.7,0.26,0.23529411764705882,0.5737704918032788,0.0,0.33333333333333337,0.21739130434782608,0.8666666666666667,1.0,0.40555555555555556,0.2948717948717949,0.43749999999999994,0.0,0.5863309352517986,0.3132530120481928,0.6363636363636362,0.0,0.734375,0.625,0.3333333333333333,0.27941176470588236,0.7272727272727273,0.8,0.4931506849315069,0.24324324324324326,0.923076923076923,0.4634146341463415,0.5352941176470588,0.345679012345679,0.25,0.0,0.6308411214953271,0.35294117647058826
3164,Red,False,3,0.0,2.0,0.0,1.0,0.0,0.0,0.38,0.5,0.0,2.0,0.0,0.0,0.5,0.0,0.5800000000000001,0.0,0.5,2.0,165.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,175.26,182.88,170.0,0.0,5.0,0.0,0.3333333333333333,1.6666666666666667,0.0,0.48,0.8333333333333334,0.305,5.0,1.0,0.16666666666666666,0.8333333333333334,0.5,0.39666666666666667,0.16666666666666666,0.16666666666666666,10.0,413.16666666666674,0.0,0.0,0.0,1.0,1.0,3.0,0.0,5.0,177.8,177.8,170.0,29.0,34.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.75,0.7727272727272727,0.85,0.7499999999999999,0.41304347826086957,0.4240506329113924,0.5,0.6666666666666666,0.5,0.465686274509804,0.8333333333333334,0.85,0.5416666666666666,0.524390243902439,0.0,0.5555555555555556,0.5802469135802469,0.6709511568123394,1.0,0.5625,1.0,0.5238095238095238,0.44,0.3214285714285715,0.0,0.5217391304347825,0.3333333333333333,0.2709677419354839,1.0,0.8055555555555555,0.5172413793103449,0.38647342995169087,1.0,1.0,0.6808510638297872,0.4827586206896552
3165,Red,False,3,0.0,1.0,0.0,0.6,1.2,0.0,0.5840000000000001,1.0,0.3,3.0,1.0,0.0,1.8,0.0,0.46799999999999997,0.2,0.5700000000000001,8.0,365.8,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,190.5,190.5,185.0,0.0,3.0,0.0,0.25,1.5,0.0,0.4675,0.75,0.625,3.0,1.0,0.0,0.0,0.0,0.325,0.0,0.5,7.0,407.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,185.42,193.04,185.0,32.0,29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.9310344827586208,0.6666666666666666,0.8076923076923077,0.38461538461538464,0.2222222222222222,0.43636363636363634,0.7108433734939759,0.5555555555555556,0.5619834710743802,0.3092105263157895,1.0,0.86,0.6604938271604938,0.44878048780487806,0.37499999999999994,0.75,0.7612903225806452,0.5387755102040817,0.6,0.8333333333333334,0.55,0.2,0.17857142857142858,0.3347457627118644,0.6410256410256411,0.38461538461538464,0.4025974025974026,0.21226415094339623,0.9,0.8780487804878049,0.485981308411215,0.33204633204633205,0.7222222222222222,0.3333333333333333,0.6415094339622641,0.3829787234042553
3166,Red,False,3,1.0,0.0,0.0,0.0,1.5,0.75,0.5325,2.25,0.5,3.0,1.0,0.25,2.0,0.5,0.58,0.75,0.16,7.0,501.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,198.12,200.66,185.0,1.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.53,0.0,0.07142857142857142,1.0,4.0,0.42857142857142855,1.0,0.0,0.4614285714285714,0.7142857142857143,0.3085714285714286,13.0,435.4285714285714,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,185.42,185.42,185.0,25.0,35.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8235294117647058,0.8571428571428571,0.7454545454545455,0.675,0.34375,0.39495798319327724,0.5957446808510638,0.6122448979591837,0.4444444444444444,0.4479638009049774,0.7333333333333333,0.7272727272727271,0.5481927710843374,0.5640243902439026,0.6666666666666666,0.3333333333333333,0.7094339622641509,0.686159844054581,0.88,0.6216216216216216,0.7,0.5348837209302326,0.4418604651162791,0.2894736842105263,0.6896551724137931,0.7727272727272726,0.46835443037974683,0.41714285714285715,1.0,0.7999999999999999,0.5945945945945946,0.4757709251101321,0.3157894736842105,0.3846153846153847,0.7090909090909091,0.5959595959595959
3167,Red,False,3,1.0,0.0,0.0,0.0,2.0,0.0,0.72,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.61,0.0,0.5,2.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.04,193.04,243.0,2.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6333333333333333,0.3333333333333333,0.0,1.0,2.0,0.0,1.6666666666666667,0.0,0.56,0.3333333333333333,0.8666666666666667,5.0,390.66666666666674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,193.04,198.12,245.0,39.0,31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.9090909090909091,0.8888888888888888,0.8888888888888888,0.7878787878787878,0.0,0.6470588235294116,0.625,0.0,0.6666666666666666,0.576923076923077,0.0,1.0,0.72,0.7400000000000001,1.0,0.0,0.8157894736842105,0.804878048780488,0.5,0.0,0.7142857142857143,0.5,0.3333333333333333,0.36363636363636365,0.5813953488372093,0.5581395348837208,0.6229508196721312,0.4901960784313726,0.0,1.0,0.6119402985074627,0.5178571428571428,0.5,0.7142857142857144,0.723404255319149,0.6778523489932887
3168,Red,True,5,0.0,1.0,0.0,0.0,3.888888888888889,0.2222222222222222,0.5522222222222223,0.8333333333333334,0.6355555555555557,6.0,3.0,0.2222222222222222,0.8333333333333334,0.3888888888888889,0.4205555555555557,0.9444444444444444,0.2,38.0,563.3888888888888,11.0,0.0,0.0,4.0,5.0,4.0,2.0,15.0,175.26,185.42,170.0,0.0,1.0,0.0,0.4,2.9,0.3,0.541,1.1,0.73,5.0,2.0,0.2,0.7,0.3,0.332,0.7,0.16899999999999998,20.0,531.3,3.0,0.0,1.0,3.0,3.0,1.0,0.0,8.0,180.34,193.04,185.0,34.0,26.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.927835051546392,0.8923076923076922,0.7142857142857143,0.6585365853658538,0.33796296296296297,0.46835443037974683,0.6856492027334852,0.6570247933884298,0.5121107266435985,0.4794776119402985,1.0,0.7272727272727272,0.5768667642752564,0.5471976401179941,0.5657894736842108,0.793103448275862,0.7167138810198298,0.6943648519579751,0.8378378378378378,0.8205128205128206,0.7674418604651161,0.7500000000000001,0.3317307692307693,0.29537366548042704,0.6626506024096388,0.5599999999999999,0.4029304029304031,0.2518518518518518,0.6666666666666666,0.72,0.4700598802395209,0.3532934131736527,0.6,0.16666666666666666,0.7526595744680852,0.510548523206751
3169,Red,False,3,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5499999999999999,0.0,0.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.0,0.5966666666666667,0.0,0.22,7.0,572.3333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,180.34,187.96,205.0,2.0,0.0,0.0,0.7368421052631579,0.15789473684210525,0.10526315789473684,0.4278947368421052,0.0,0.10526315789473684,7.0,4.0,0.10526315789473684,0.3684210526315789,0.0,0.4068421052631579,0.21052631578947367,0.18789473684210525,38.0,547.1052631578947,7.0,0.0,0.0,5.0,9.0,0.0,1.0,15.0,187.96,193.04,205.0,31.0,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.9285714285714285,0.6964285714285715,0.7567567567567567,0.6293103448275862,0.30434782608695643,0.33301435406698554,1.0,0.563953488372093,0.4736842105263159,0.30706521739130427,0.5555555555555556,0.809248554913295,0.5901639344262296,0.38859714928732175,0.0,0.75,0.8750000000000001,0.44097693351424694,0.6666666666666666,0.7755102040816326,0.6666666666666666,0.5535714285714286,0.5625,0.3974540311173974,0.46153846153846156,0.53125,0.4912280701754386,0.3069620253164558,1.0,0.8508771929824562,0.5081967213114755,0.4138364779874214,0.5,0.18823529411764706,0.7868852459016393,0.43832335329341315
3170,Red,False,3,1.0,0.0,0.0,0.6,0.6,0.0,0.336,0.2,0.6,2.0,2.0,0.0,0.8,0.0,0.394,0.6,0.4320000000000001,7.0,244.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,175.26,172.72,155.0,0.0,1.0,0.0,0.0,1.2,0.2,0.394,0.6,0.45,1.0,3.0,0.6,2.6,0.2,0.4480000000000001,1.8,0.474,12.0,663.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,175.26,182.88,155.0,24.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5714285714285715,0.7777777777777778,0.4285714285714286,0.6666666666666666,0.29473684210526313,0.30845771144278605,0.4821428571428572,0.8461538461538461,0.31428571428571433,0.25806451612903225,0.8181818181818181,0.7567567567567567,0.3696969696969697,0.38799999999999996,1.0,0.3846153846153846,0.3965517241379311,0.575268817204301,0.5714285714285715,0.8421052631578948,0.6,0.746031746031746,0.2222222222222222,0.3122529644268775,0.6363636363636362,0.5555555555555556,0.2916666666666667,0.3047945205479452,0.33333333333333337,0.9677419354838709,0.3278688524590164,0.41828254847645424,0.26666666666666666,0.8181818181818181,0.6967741935483871,0.5286624203821656
3171,Red,False,3,0.0,1.0,0.0,0.0,0.0,0.0,0.455,0.0,0.0,1.0,1.0,0.5,2.0,0.0,0.39,0.5,0.25,4.0,539.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,175.26,182.88,155.0,1.0,0.0,0.0,0.0,1.0,0.0,0.47,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.4,1.0,0.0,2.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,170.18,135.0,24.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.625,0.0,0.7777777777777778,0.8333333333333334,0.36813186813186816,0.3333333333333333,0.4,0.4,0.35555555555555557,0.4,0.875,1.0,0.3877551020408163,0.47058823529411764,0.0,0.25,0.4182692307692308,0.6086956521739131,0.6,0.0,0.25,0.0,0.21428571428571427,0.4,0.8,0.0,0.18333333333333332,0.5,0.8,0.0,0.23703703703703705,0.4,0.3333333333333333,0.0,0.2642857142857143,0.9333333333333333
3172,Red,False,3,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,170.18,185.0,1.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.46,1.3333333333333333,0.09666666666666666,2.0,1.0,1.3333333333333333,1.3333333333333333,0.0,0.42,0.0,0.3333333333333333,7.0,646.6666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,185.42,190.5,185.0,31.0,31.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.6666666666666666,0.0,0.27272727272727276,0.5,0.41891891891891886,0.0,0.8181818181818182,0.0,0.37179487179487175,1.0,0.8,0.5,0.44791666666666674,0.0,0.1724137931034483,0.5,0.604026845637584,0.0,0.5833333333333333,0.0,0.6666666666666666,0.5,0.39830508474576265,1.0,0.68,0.6,0.4305555555555556,0.0,1.0,0.6,0.47904191616766484,0.0,1.0,0.6,0.5368421052631578
3173,Red,False,3,1.0,0.0,0.0,0.0,1.0,0.0,0.442,0.6,0.4,2.0,2.0,0.6,0.8,0.2,0.5780000000000001,1.0,0.0,9.0,377.8,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,182.88,177.8,170.0,1.0,0.0,0.0,0.0,4.0,0.0,0.505,2.5,0.685,1.0,1.0,0.0,0.5,0.0,0.425,0.5,0.0,5.0,633.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,180.34,187.96,170.0,33.0,29.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6666666666666667,0.7777777777777778,0.6666666666666667,0.7857142857142857,0.09523809523809523,0.5,0.6818181818181818,0.4375,0.4925373134328358,0.4857142857142857,1.0,1.0,0.5070422535211268,0.5652173913043478,0.4285714285714286,0.75,0.7602739726027398,0.7272727272727273,0.0,1.0,0.0,0.5384615384615384,0.37837837837837834,0.3333333333333333,0.5813953488372093,0.6,0.4383561643835617,0.3584905660377358,0.8749999999999999,1.0,0.4814814814814815,0.4426229508196721,0.0,0.0,0.7777777777777778,0.7687074829931972
3174,Red,False,3,1.0,0.0,0.0,0.0,2.0,0.0,0.39,0.0,0.8,0.0,1.0,0.0,4.0,1.0,0.43,0.0,0.0,2.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,175.26,155.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.57,0.0,0.0,1.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,190.5,155.0,27.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8,0.0,0.8333333333333334,0.0,0.23529411764705882,0.18181818181818182,0.4,0.0,0.2926829268292683,0.17142857142857143,0.8,0.0,0.39215686274509803,0.15789473684210525,0.8,0.0,0.5,0.2558139534883721,0.7692307692307693,0.6666666666666666,0.625,0.7142857142857143,0.3404255319148936,0.4375,0.5652173913043478,0.8,0.3387096774193548,0.56,1.0,1.0,0.4358974358974359,0.5740740740740741,0.0,0.0,0.5607476635514018,0.6973684210526315
3175,Red,False,3,0.0,1.0,0.0,0.5,2.0,0.0,0.4,1.0,0.2725,1.0,2.0,0.0,0.0,0.0,0.3775,1.0,0.25,11.0,820.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,170.18,177.8,155.0,0.0,5.0,0.0,0.0,5.0,0.6,0.472,0.0,0.502,5.0,0.0,0.0,1.2,1.0,0.46799999999999997,1.6,0.16,12.0,607.8,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,175.26,177.8,155.0,25.0,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6774193548387096,0.717391304347826,0.75,0.47692307692307695,0.21863799283154123,0.28634361233480177,0.6160714285714286,0.5362903225806451,0.28611898016997167,0.3896907216494845,0.8947368421052632,0.7777777777777777,0.34491315136476425,0.42407407407407405,0.3142857142857143,0.5652173913043479,0.5494327390599676,0.5467980295566502,1.0,0.6799999999999999,0.6666666666666666,0.5909090909090908,0.303125,0.3372781065088758,0.875,0.6,0.31085043988269795,0.34065934065934067,1.0,0.6190476190476191,0.3665768194070081,0.40350877192982454,0.4,0.3076923076923077,0.47333333333333333,0.5344352617079889
3176,Red,False,3,0.0,4.0,0.0,0.5,2.0,0.5,0.4975,1.0,0.45,4.0,0.0,0.25,2.25,0.25,0.4275,1.0,0.23,8.0,529.5,1.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,185.42,190.5,185.0,1.0,0.0,0.0,0.5,2.0,0.0,0.4133333333333333,0.0,0.435,5.0,1.0,0.0,0.6666666666666666,0.0,0.3216666666666667,1.5,0.265,16.0,734.6666666666665,1.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,182.88,190.5,205.0,28.0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.9032258064516129,0.8181818181818182,0.75,0.6851851851851853,0.3349282296650718,0.3035714285714286,0.5416666666666666,0.5714285714285716,0.36082474226804123,0.3746031746031746,0.9090909090909091,0.0,0.4294294294294294,0.41666666666666674,0.7142857142857143,0.6499999999999998,0.5288683602771362,0.551948051948052,0.8,0.6296296296296298,0.6875,0.5135135135135133,0.4013605442176871,0.21875,0.5555555555555556,0.8461538461538461,0.40384615384615385,0.22580645161290322,0.6666666666666666,0.7272727272727273,0.436046511627907,0.2986666666666667,0.45,0.35000000000000003,0.5537190082644629,0.4576612903225806
3177,Red,False,3,0.0,2.0,0.0,1.5,0.0,0.0,0.675,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.41,0.0,0.25,2.0,54.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,182.88,182.88,205.0,0.0,2.0,0.0,0.5,0.5,0.0,0.725,0.5,0.25,2.0,0.0,0.0,0.0,0.0,0.54,0.5,0.25,3.0,314.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,187.96,187.96,205.0,35.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.75,0.7368421052631579,0.85,0.6176470588235294,0.2,0.3888888888888889,0.6153846153846154,0.0,0.6078431372549019,0.4025974025974026,1.0,0.4,0.625,0.46226415094339623,0.0,0.16666666666666666,0.625,0.4864864864864865,1.0,0.7,0.5,0.5,0.4444444444444444,0.28125,0.0,0.8,0.4166666666666667,0.2743362831858407,0.0,1.0,0.46153846153846156,0.3511450381679389,0.5,0.5,0.5,0.3986013986013986
3178,Red,False,3,2.0,0.0,0.0,0.25,2.25,0.5,0.5175000000000001,1.25,0.3975,1.0,3.0,0.5,4.0,1.0,0.545,1.5,0.665,11.0,768.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,182.88,190.5,185.0,0.0,2.0,0.0,0.0,1.75,0.5,0.6675,1.25,0.525,2.0,2.0,0.0,1.0,0.75,0.7125,2.75,0.0,7.0,421.5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,185.42,195.58,205.0,30.0,27.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.7368421052631579,0.8125,0.5625,0.4666666666666667,0.3473684210526316,0.3157894736842105,0.4666666666666667,0.6623376623376623,0.28,0.5268817204301075,1.0,1.0,0.3888888888888889,0.5765765765765766,0.38461538461538464,0.5263157894736842,0.6410256410256411,0.6984924623115578,0.8333333333333334,1.0,0.52,0.7894736842105263,0.5508474576271186,0.42105263157894735,0.5625,0.7894736842105263,0.4834123222748815,0.5405405405405406,0.95,0.6666666666666666,0.5529411764705883,0.6666666666666666,0.9166666666666666,0.0,0.6554621848739496,0.7843137254901961
3179,Red,False,3,0.0,1.0,0.0,0.2857142857142857,1.0,0.14285714285714285,0.47,0.8571428571428571,0.13428571428571429,2.0,2.0,0.0,1.7142857142857142,0.14285714285714285,0.3542857142857144,0.8571428571428571,0.3642857142857143,14.0,558.1428571428571,0.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,170.18,177.8,155.0,0.0,2.0,0.0,0.0,4.0,0.5,0.56,0.0,0.265,2.0,0.0,0.0,0.0,0.0,0.24,2.0,0.25,4.0,597.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,167.64,172.72,145.0,31.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.7319587628865979,0.8666666666666667,0.6071428571428572,0.7631578947368421,0.3564154786150713,0.34615384615384615,0.5666666666666667,0.7894736842105263,0.3008474576271186,0.5220588235294118,0.8333333333333333,0.6666666666666666,0.4016528925619835,0.5584415584415584,0.3846153846153847,0.5333333333333333,0.48305084745762705,0.6682027649769585,0.6444444444444445,0.625,0.6835443037974683,0.4,0.2444889779559118,0.2746478873239437,0.3626373626373626,1.0,0.233695652173913,0.19047619047619047,0.814814814814815,0.9090909090909091,0.312406576980568,0.2875816993464052,0.4761904761904762,0.2727272727272727,0.4179456906729634,0.3271604938271605
3180,Red,False,3,0.0,1.0,0.0,0.1111111111111111,1.2222222222222223,0.6666666666666666,0.4877777777777778,1.6666666666666667,0.4066666666666667,2.0,6.0,0.1111111111111111,2.4444444444444446,0.4444444444444444,0.508888888888889,0.6666666666666666,0.5822222222222222,21.0,616.3333333333334,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,180.34,172.72,170.0,0.0,3.0,0.0,0.42857142857142855,1.4285714285714286,0.0,0.5614285714285715,0.5714285714285714,0.42857142857142855,3.0,2.0,0.14285714285714285,1.4285714285714286,0.14285714285714285,0.4414285714285714,1.0,0.2542857142857143,13.0,470.4285714285714,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,175.26,177.8,170.0,33.0,24.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8307692307692307,0.8571428571428571,0.8309859154929577,0.7192982456140352,0.33333333333333337,0.38532110091743116,0.5757575757575757,0.48571428571428577,0.3080568720379146,0.3626760563380282,0.8,0.7205882352941178,0.472668810289389,0.4631578947368421,0.6,1.0,0.7536423841059602,0.5611650485436893,0.7142857142857142,0.7083333333333334,0.6785714285714283,0.5714285714285714,0.37383177570093457,0.21764705882352942,0.5106382978723405,0.7164179104477613,0.423728813559322,0.33606557377049184,0.7692307692307693,0.7777777777777777,0.493421052631579,0.3951048951048951,0.4722222222222222,0.25,0.7178631051752922,0.5215053763440861
3181,Red,False,3,1.0,0.0,0.0,1.0,0.0,0.0,0.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37,0.0,0.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18,170.18,155.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.24,0.0,0.0,3.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.8,187.96,155.0,26.0,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5555555555555556,0.0,0.25,0.0,0.21774193548387097,0.2962962962962963,0.0,0.0,0.16666666666666666,0.291044776119403,0.8,1.0,0.21875,0.2962962962962963,0.0,0.0,0.21875,0.33098591549295775,0.5,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.3687150837988827,0.21084337349397592,0.0,0.5833333333333334,0.3488372093023256,0.17419354838709677,1.0,0.8461538461538461,0.3783783783783784,0.2430939226519337,0.0,0.0,0.37967914438502676,0.34134615384615385
